Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
misa,"(80.76, 0.0)","(80.77, 0.0)","(82.32, 0.0)","(82.39, 0.0)","(48.1, 0.0)","(42.86, 0.0)","(74.76, 0.0)","(79.5, 0.0)","(100.88, 0.0)"
