Model,Mult_acc_2,Mult_acc_3,Mult_acc_5,F1_score,MAE,Corr,Loss
misa,"(78.12, 0.0)","(63.02, 0.0)","(36.76, 0.0)","(78.12, 0.0)","(44.64, 0.0)","(56.78, 0.0)","(32.99, 0.0)"
