Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
misa,"(79.61, 0.0)","(80.34, 0.0)","(84.4, 0.0)","(84.49, 0.0)","(53.83, 0.0)","(52.11, 0.0)","(54.89, 0.0)","(76.12, 0.0)","(52.82, 0.0)"
